round_id,profile_id,entry_at,settled_at,beijing_day,beijing_hour,seconds_to_round_start,pnl,cost,both_fill,single_fill,yes_first_fill_at,no_first_fill_at,both_complete_at,both_complete_seconds_to_start,first_fill_seconds_to_start,yes_fill_quote_age_seconds,no_fill_quote_age_seconds,limit_price,regime,chop_score,center_cross,range_bps,drift_ratio,momentum_ratio,queue_ratio,check_time_gap_seconds
btc-updown-15m-1786608900,btc-15m,2026-08-13 08:00:06.290000+00:00,2026-08-13 08:37:13.093000+00:00,2026-08-13,16,893.710000038147,-1.4,1.4,False,True,2026-08-13T08:17:21.980Z,,,,-141.98,0.112,,0.31,,,,,,,,
btc-updown-5m-1786609500,btc-5m,2026-08-13 08:20:03.985000+00:00,2026-08-13 08:35:08.209000+00:00,2026-08-13,16,296.0150001049042,-1.35,1.35,False,True,2026-08-13T08:27:58.238Z,,,,-178.238,0.015,,0.29,,,,,,,,
btc-updown-5m-1786609200,btc-5m,2026-08-13 08:15:08.867000+00:00,2026-08-13 08:31:04.422000+00:00,2026-08-13,16,291.1329998970032,2.35,2.65,True,False,2026-08-13T08:21:41.692Z,2026-08-13T08:20:31.346Z,2026-08-13T08:21:41.692Z,-101.692,-31.346,0.003,0.016,0.29,,,,,,,,
btc-updown-5m-1786608900,btc-5m,2026-08-13 08:10:03.482000+00:00,2026-08-13 08:26:24.099000+00:00,2026-08-13,16,296.51799988746643,2.25,2.75,True,False,2026-08-13T08:15:22.013Z,2026-08-13T08:16:29.684Z,2026-08-13T08:16:29.684Z,-89.684,-22.013,0.013,0.01,0.29,,,,,,,,
btc-updown-5m-1786608600,btc-5m,2026-08-13 08:05:04.774000+00:00,2026-08-13 08:23:52.047000+00:00,2026-08-13,16,295.2260000705719,2.15,2.85,True,False,2026-08-13T08:13:03.523Z,2026-08-13T08:10:34.517Z,2026-08-13T08:13:03.523Z,-183.523,-34.517,0.007,0.014,0.29,,,,,,,,
btc-updown-15m-1786608000,btc-15m,2026-08-13 07:45:08.925000+00:00,2026-08-13 08:20:46.220000+00:00,2026-08-13,15,891.0750000476837,2.0,3.0,True,False,2026-08-13T08:12:49.948Z,2026-08-13T08:00:11.942Z,2026-08-13T08:12:49.948Z,-769.948,-11.942,0.009,2.015,0.31,,,,,,,,
btc-updown-5m-1786608300,btc-5m,2026-08-13 08:00:03.676000+00:00,2026-08-13 08:16:33.364000+00:00,2026-08-13,16,296.3239998817444,2.55,2.45,True,False,2026-08-13T08:05:08.391Z,2026-08-13T08:08:16.824Z,2026-08-13T08:08:16.824Z,-196.824,-8.391,0.017,0.014,0.29,,,,,,,,
btc-updown-5m-1786608000,btc-5m,2026-08-13 07:55:06.055000+00:00,2026-08-13 08:11:06.980000+00:00,2026-08-13,15,293.9449999332428,-1.25,1.25,False,True,,2026-08-13T08:00:09.933Z,,,-9.933,,0.003,0.29,,,,,,,,
btc-updown-5m-1786607700,btc-5m,2026-08-13 07:50:05.123000+00:00,2026-08-13 08:09:09.206000+00:00,2026-08-13,15,294.8770000934601,3.2,1.8,True,False,2026-08-13T07:57:28.059Z,2026-08-13T07:59:10.713Z,2026-08-13T07:59:10.713Z,-250.713,-148.059,0.01,0.015,0.29,,,,,,,,
btc-updown-15m-1786607100,btc-15m,2026-08-13 07:30:06.955000+00:00,2026-08-13 08:06:07.326000+00:00,2026-08-13,15,893.045000076294,-1.35,1.35,False,True,2026-08-13T07:48:00.410Z,,,,-180.41,0.024,,0.31,,,,,,,,
btc-updown-5m-1786607400,btc-5m,2026-08-13 07:45:07.107000+00:00,2026-08-13 08:00:32.619000+00:00,2026-08-13,15,292.89299988746643,2.35,2.65,True,False,2026-08-13T07:54:14.671Z,2026-08-13T07:54:33.369Z,2026-08-13T07:54:33.369Z,-273.369,-254.671,0.009,0.017,0.29,,,,,,,,
btc-updown-5m-1786607100,btc-5m,2026-08-13 07:40:04.202000+00:00,2026-08-13 07:54:39.919000+00:00,2026-08-13,15,295.7980000972748,-1.3,1.3,False,True,2026-08-13T07:47:32.694Z,,,,-152.694,0.013,,0.29,,,,,,,,
btc-updown-15m-1786606200,btc-15m,2026-08-13 07:15:04.018000+00:00,2026-08-13 07:50:22.260000+00:00,2026-08-13,15,895.9820001125336,-1.15,1.15,False,True,2026-08-13T07:39:05.234Z,,,,-545.234,0.053,,0.31,,,,,,,,
btc-updown-5m-1786606800,btc-5m,2026-08-13 07:35:04.626000+00:00,2026-08-13 07:49:22.167000+00:00,2026-08-13,15,295.37400007247925,2.35,2.65,True,False,2026-08-13T07:43:37.294Z,2026-08-13T07:41:06.747Z,2026-08-13T07:43:37.294Z,-217.294,-66.747,0.288,0.003,0.29,,,,,,,,
btc-updown-5m-1786606500,btc-5m,2026-08-13 07:30:09.343000+00:00,2026-08-13 07:47:20.027000+00:00,2026-08-13,15,290.65700006484985,-0.3,0.3,False,True,2026-08-13T07:39:07.841Z,,,,-247.841,0.007,,0.29,,,,,,,,
btc-updown-5m-1786606200,btc-5m,2026-08-13 07:25:05.108000+00:00,2026-08-13 07:44:15.311000+00:00,2026-08-13,15,294.8919999599457,-1.35,1.35,False,True,2026-08-13T07:32:58.611Z,,,,-178.611,0.016,,0.29,,,,,,,,
btc-updown-5m-1786605900,btc-5m,2026-08-13 07:20:05.989000+00:00,2026-08-13 07:35:51.611000+00:00,2026-08-13,15,294.010999917984,-1.1,1.1,False,True,2026-08-13T07:25:27.656Z,,,,-27.656,0.008,,0.29,,,,,,,,
btc-updown-15m-1786605300,btc-15m,2026-08-13 07:00:08.678000+00:00,2026-08-13 07:35:18.694000+00:00,2026-08-13,15,891.3220000267029,-1.4,1.4,False,True,,2026-08-13T07:22:19.860Z,,,-439.86,,0.013,0.31,,,,,,,,
btc-updown-5m-1786605600,btc-5m,2026-08-13 07:15:06.591000+00:00,2026-08-13 07:29:51.271000+00:00,2026-08-13,15,293.40899991989136,2.3,2.7,True,False,2026-08-13T07:20:24.333Z,2026-08-13T07:22:17.579Z,2026-08-13T07:22:17.579Z,-137.579,-24.333,0.008,0.014,0.29,,,,,,,,
btc-updown-5m-1786605300,btc-5m,2026-08-13 07:10:03.778000+00:00,2026-08-13 07:24:47.082000+00:00,2026-08-13,15,296.22199988365173,2.45,2.55,True,False,2026-08-13T07:19:38.798Z,2026-08-13T07:17:08.587Z,2026-08-13T07:19:38.798Z,-278.798,-128.587,0.02,0.006,0.29,,,,,,,,
btc-updown-5m-1786605000,btc-5m,2026-08-13 07:05:04.943000+00:00,2026-08-13 07:21:50.935000+00:00,2026-08-13,15,295.0569999217987,2.25,2.75,True,False,2026-08-13T07:13:53.955Z,2026-08-13T07:12:03.302Z,2026-08-13T07:13:53.955Z,-233.955,-123.302,0.009,0.013,0.29,,,,,,,,
btc-updown-15m-1786604400,btc-15m,2026-08-13 06:45:07.870000+00:00,2026-08-13 07:21:16.799000+00:00,2026-08-13,14,892.1300001144409,-1.4,1.4,False,True,2026-08-13T07:01:40.877Z,,,,-100.877,0.029,,0.31,,,,,,,,
btc-updown-5m-1786604700,btc-5m,2026-08-13 07:00:06.144000+00:00,2026-08-13 07:16:50.779000+00:00,2026-08-13,15,293.85599994659424,-0.85,0.85,False,True,,2026-08-13T07:06:29.088Z,,,-89.088,,0.022,0.29,,,,,,,,
btc-updown-5m-1786604400,btc-5m,2026-08-13 06:55:05.942000+00:00,2026-08-13 07:11:57.511000+00:00,2026-08-13,14,294.05800008773804,-1.4,1.4,False,True,2026-08-13T07:01:30.493Z,,,,-90.493,0.065,,0.29,,,,,,,,
btc-updown-15m-1786603500,btc-15m,2026-08-13 06:30:06.864000+00:00,2026-08-13 07:04:27.470000+00:00,2026-08-13,14,893.135999917984,-1.55,1.55,False,True,,2026-08-13T06:46:04.244Z,,,-64.244,,0.025,0.31,,,,,,,,
btc-updown-5m-1786604100,btc-5m,2026-08-13 06:50:06.362000+00:00,2026-08-13 07:03:04.020000+00:00,2026-08-13,14,293.6380000114441,2.55,2.45,True,False,2026-08-13T06:58:06.608Z,2026-08-13T06:55:54.060Z,2026-08-13T06:58:06.608Z,-186.608,-54.06,0.007,0.009,0.29,,,,,,,,
btc-updown-5m-1786603800,btc-5m,2026-08-13 06:45:05.790000+00:00,2026-08-13 07:01:53.257000+00:00,2026-08-13,14,294.210000038147,-1.45,1.45,False,True,,2026-08-13T06:50:48.724Z,,,-48.724,,0.015,0.29,,,,,,,,
btc-updown-5m-1786603500,btc-5m,2026-08-13 06:40:04.284000+00:00,2026-08-13 06:56:32.985000+00:00,2026-08-13,14,295.71600008010864,-1.45,1.45,False,True,,2026-08-13T06:45:44.896Z,,,-44.896,,0.008,0.29,,,,,,,,
btc-updown-15m-1786602600,btc-15m,2026-08-13 06:15:05.214000+00:00,2026-08-13 06:49:50.114000+00:00,2026-08-13,14,894.7860000133514,-1.35,1.35,False,True,2026-08-13T06:32:43.710Z,,,,-163.71,0.017,,0.31,,,,,,,,
btc-updown-5m-1786603200,btc-5m,2026-08-13 06:35:03.990000+00:00,2026-08-13 06:48:25.066000+00:00,2026-08-13,14,296.00999999046326,-1.45,1.45,False,True,2026-08-13T06:40:28.612Z,,,,-28.612,0.003,,0.29,,,,,,,,
btc-updown-5m-1786602900,btc-5m,2026-08-13 06:30:03.700000+00:00,2026-08-13 06:46:05.144000+00:00,2026-08-13,14,296.2999999523163,2.55,2.45,True,False,2026-08-13T06:38:28.591Z,2026-08-13T06:35:07.620Z,2026-08-13T06:38:28.591Z,-208.591,-7.62,0.002,0.017,0.29,,,,,,,,
btc-updown-5m-1786602600,btc-5m,2026-08-13 06:25:03.241000+00:00,2026-08-13 06:40:05.395000+00:00,2026-08-13,14,296.7590000629425,-1.0,1.0,False,True,2026-08-13T06:30:54.221Z,,,,-54.221,0.015,,0.29,,,,,,,,
btc-updown-5m-1786602300,btc-5m,2026-08-13 06:20:02.976000+00:00,2026-08-13 06:35:57.496000+00:00,2026-08-13,14,297.0239999294281,2.35,2.65,True,False,2026-08-13T06:26:34.005Z,2026-08-13T06:29:33.492Z,2026-08-13T06:29:33.492Z,-273.492,-94.005,0.007,0.848,0.29,,,,,,,,
btc-updown-15m-1786601700,btc-15m,2026-08-13 06:00:07.908000+00:00,2026-08-13 06:34:07.825000+00:00,2026-08-13,14,892.0920000076294,-1.55,1.55,False,True,2026-08-13T06:16:59.310Z,,,,-119.31,0.007,,0.31,,,,,,,,
btc-updown-5m-1786602000,btc-5m,2026-08-13 06:15:03.149000+00:00,2026-08-13 06:30:51.065000+00:00,2026-08-13,14,296.8510000705719,2.2,2.8,True,False,2026-08-13T06:23:57.528Z,2026-08-13T06:21:16.760Z,2026-08-13T06:23:57.528Z,-237.528,-76.76,0.009,0.002,0.29,,,,,,,,
btc-updown-5m-1786601700,btc-5m,2026-08-13 06:10:04.483000+00:00,2026-08-13 06:24:50.799000+00:00,2026-08-13,14,295.5169999599457,-1.05,1.05,False,True,2026-08-13T06:16:03.047Z,,,,-63.047,0.002,,0.29,,,,,,,,
btc-updown-5m-1786601400,btc-5m,2026-08-13 06:05:06.378000+00:00,2026-08-13 06:21:54.414000+00:00,2026-08-13,14,293.62199997901917,-1.45,1.45,False,True,,2026-08-13T06:11:41.671Z,,,-101.671,,0.011,0.29,,,,,,,,
btc-updown-15m-1786600800,btc-15m,2026-08-13 05:45:05.473000+00:00,2026-08-13 06:18:52.574000+00:00,2026-08-13,13,894.5269999504089,-1.4,1.4,False,True,2026-08-13T06:02:28.568Z,,,,-148.568,0.025,,0.31,,,,,,,,
btc-updown-5m-1786601100,btc-5m,2026-08-13 06:00:04.153000+00:00,2026-08-13 06:15:50.130000+00:00,2026-08-13,14,295.84699988365173,-1.3,1.3,False,True,2026-08-13T06:05:35.864Z,,,,-35.864,0.016,,0.29,,,,,,,,
btc-updown-5m-1786600800,btc-5m,2026-08-13 05:55:03.579000+00:00,2026-08-13 06:10:49.739000+00:00,2026-08-13,13,296.4210000038147,-1.0,1.0,False,True,2026-08-13T06:01:49.006Z,,,,-109.006,0.01,,0.29,,,,,,,,
btc-updown-5m-1786598700,btc-5m,2026-08-13 05:20:03.053000+00:00,2026-08-13 05:35:17.684000+00:00,2026-08-13,13,296.9470000267029,-1.3,1.3,False,True,2026-08-13T05:26:03.098Z,,,,-63.098,0.004,,0.29,,,,,,,,
btc-updown-15m-1786598100,btc-15m,2026-08-13 05:00:04.485000+00:00,2026-08-13 05:33:27.408000+00:00,2026-08-13,13,895.5150001049042,-1.05,1.05,False,True,,2026-08-13T05:15:48.173Z,,,-48.173,,0.002,0.31,,,,,,,,
btc-updown-5m-1786598400,btc-5m,2026-08-13 05:15:04.751000+00:00,2026-08-13 05:30:19.009000+00:00,2026-08-13,13,295.24900007247925,-0.85,0.85,False,True,,2026-08-13T05:23:06.076Z,,,-186.076,,0.009,0.29,,,,,,,,
btc-updown-5m-1786598100,btc-5m,2026-08-13 05:10:02.995000+00:00,2026-08-13 05:25:16.109000+00:00,2026-08-13,13,297.0050001144409,-1.4,1.4,False,True,,2026-08-13T05:15:23.420Z,,,-23.42,,0.002,0.29,,,,,,,,
btc-updown-5m-1786597800,btc-5m,2026-08-13 05:05:03.720000+00:00,2026-08-13 05:20:16.979000+00:00,2026-08-13,13,296.27999997138977,-1.35,1.35,False,True,,2026-08-13T05:10:49.587Z,,,-49.587,,0.002,0.29,,,,,,,,
btc-updown-15m-1786597200,btc-15m,2026-08-13 04:45:09.911000+00:00,2026-08-13 05:18:22.673000+00:00,2026-08-13,12,890.0889999866486,-1.15,1.15,False,True,,2026-08-13T05:04:01.846Z,,,-241.846,,0.011,0.31,,,,,,,,
btc-updown-5m-1786597500,btc-5m,2026-08-13 05:00:06.731000+00:00,2026-08-13 05:15:13.800000+00:00,2026-08-13,13,293.26900005340576,2.1,2.9,True,False,2026-08-13T05:05:25.582Z,2026-08-13T05:06:38.070Z,2026-08-13T05:06:38.070Z,-98.07,-25.582,0.014,0.011,0.29,,,,,,,,
btc-updown-5m-1786597200,btc-5m,2026-08-13 04:55:02.471000+00:00,2026-08-13 05:10:45.448000+00:00,2026-08-13,12,297.529000043869,2.7,2.3,True,False,2026-08-13T05:01:00.149Z,2026-08-13T05:03:25.529Z,2026-08-13T05:03:25.529Z,-205.529,-60.149,0.003,0.003,0.29,,,,,,,,
btc-updown-15m-1786596300,btc-15m,2026-08-13 04:30:07.138000+00:00,2026-08-13 05:07:51.534000+00:00,2026-08-13,12,892.8619999885559,3.55,1.45,False,True,,2026-08-13T04:45:42.047Z,,,-42.047,,0.163,0.31,,,,,,,,
btc-updown-5m-1786596900,btc-5m,2026-08-13 04:50:04.815000+00:00,2026-08-13 05:05:08.974000+00:00,2026-08-13,12,295.18499994277954,-1.3,1.3,False,True,2026-08-13T04:57:53.023Z,,,,-173.023,0.008,,0.29,,,,,,,,
btc-updown-5m-1786596600,btc-5m,2026-08-13 04:45:07.869000+00:00,2026-08-13 05:02:07.374000+00:00,2026-08-13,12,292.13100004196167,3.25,1.75,True,False,2026-08-13T04:54:02.370Z,2026-08-13T04:54:26.475Z,2026-08-13T04:54:26.475Z,-266.475,-242.37,0.009,0.021,0.29,,,,,,,,
btc-updown-5m-1786596300,btc-5m,2026-08-13 04:40:06.016000+00:00,2026-08-13 04:55:03.502000+00:00,2026-08-13,12,293.9839999675751,-1.25,1.25,False,True,,2026-08-13T04:45:32.793Z,,,-32.793,,0.003,0.29,,,,,,,,
btc-updown-15m-1786595400,btc-15m,2026-08-13 04:15:04.907000+00:00,2026-08-13 04:52:49.034000+00:00,2026-08-13,12,895.0929999351501,-1.55,1.55,False,True,,2026-08-13T04:30:46.391Z,,,-46.391,,0.006,0.31,,,,,,,,
btc-updown-5m-1786596000,btc-5m,2026-08-13 04:35:06.904000+00:00,2026-08-13 04:50:06.258000+00:00,2026-08-13,12,293.095999956131,-0.2,0.2,False,True,,2026-08-13T04:44:34.404Z,,,-274.404,,0.002,0.29,,,,,,,,
btc-updown-5m-1786595400,btc-5m,2026-08-13 04:25:06.124000+00:00,2026-08-13 04:38:47.967000+00:00,2026-08-13,12,293.87599992752075,-0.9,0.9,False,True,,2026-08-13T04:30:44.254Z,,,-44.254,,0.009,0.29,,,,,,,,
btc-updown-5m-1786595100,btc-5m,2026-08-13 04:20:04.418000+00:00,2026-08-13 04:38:03.988000+00:00,2026-08-13,12,295.58200001716614,2.7,2.3,True,False,2026-08-13T04:27:16.528Z,2026-08-13T04:26:14.017Z,2026-08-13T04:27:16.528Z,-136.528,-74.017,0.005,0.02,0.29,,,,,,,,
btc-updown-15m-1786594500,btc-15m,2026-08-13 04:00:08.451000+00:00,2026-08-13 04:37:15.851000+00:00,2026-08-13,12,891.5490000247955,-1.5,1.5,False,True,2026-08-13T04:15:09.381Z,,,,-9.381,0.844,,0.31,,,,,,,,
btc-updown-5m-1786594800,btc-5m,2026-08-13 04:15:02.294000+00:00,2026-08-13 04:30:08.848000+00:00,2026-08-13,12,297.7060000896454,-0.9,0.9,False,True,2026-08-13T04:21:16.080Z,,,,-76.08,0.006,,0.29,,,,,,,,
btc-updown-5m-1786594500,btc-5m,2026-08-13 04:10:05.829000+00:00,2026-08-13 04:25:07.326000+00:00,2026-08-13,12,294.1710000038147,-0.9,0.9,False,True,2026-08-13T04:15:08.562Z,,,,-8.562,0.023,,0.29,,,,,,,,
btc-updown-15m-1786593600,btc-15m,2026-08-13 03:45:08.494000+00:00,2026-08-13 04:22:15.886000+00:00,2026-08-13,11,891.5060000419617,2.5,2.5,True,False,2026-08-13T04:11:13.012Z,2026-08-13T04:13:34.472Z,2026-08-13T04:13:34.472Z,-814.472,-673.012,0.014,0.018,0.31,,,,,,,,
btc-updown-5m-1786594200,btc-5m,2026-08-13 04:05:03.878000+00:00,2026-08-13 04:22:11.555000+00:00,2026-08-13,12,296.12199997901917,2.5,2.5,True,False,2026-08-13T04:11:22.477Z,2026-08-13T04:13:10.718Z,2026-08-13T04:13:10.718Z,-190.718,-82.477,0.005,0.007,0.29,,,,,,,,
btc-updown-5m-1786593900,btc-5m,2026-08-13 04:00:04.936000+00:00,2026-08-13 04:17:34.418000+00:00,2026-08-13,12,295.0639998912811,2.25,2.75,True,False,2026-08-13T04:09:21.694Z,2026-08-13T04:08:38.299Z,2026-08-13T04:09:21.694Z,-261.694,-218.299,0.004,0.011,0.29,,,,,,,,
btc-updown-5m-1786593600,btc-5m,2026-08-13 03:55:06.522000+00:00,2026-08-13 04:10:07.007000+00:00,2026-08-13,11,293.4779999256134,-1.2,1.2,False,True,2026-08-13T04:03:51.944Z,,,,-231.944,0.006,,0.29,,,,,,,,
btc-updown-5m-1786593300,btc-5m,2026-08-13 03:50:07.292000+00:00,2026-08-13 04:09:28.755000+00:00,2026-08-13,11,292.7079999446869,-1.45,1.45,False,True,2026-08-13T03:57:07.292Z,,,,-127.292,0.008,,0.29,,,,,,,,
btc-updown-15m-1786592700,btc-15m,2026-08-13 03:30:05.755000+00:00,2026-08-13 04:07:11.244000+00:00,2026-08-13,11,894.2449998855591,-1.55,1.55,False,True,,2026-08-13T03:48:42.798Z,,,-222.798,,0.025,0.31,,,,,,,,
btc-updown-5m-1786593000,btc-5m,2026-08-13 03:45:06.185000+00:00,2026-08-13 03:59:13.778000+00:00,2026-08-13,11,293.81500005722046,2.9,2.1,True,False,2026-08-13T03:50:04.763Z,2026-08-13T03:52:11.560Z,2026-08-13T03:52:11.560Z,-131.56,-4.763,0.362,0.002,0.29,,,,,,,,
btc-updown-5m-1786592700,btc-5m,2026-08-13 03:40:05.079000+00:00,2026-08-13 03:54:18.234000+00:00,2026-08-13,11,294.9210000038147,-1.25,1.25,False,True,,2026-08-13T03:45:49.687Z,,,-49.687,,0.027,0.29,,,,,,,,
btc-updown-15m-1786591800,btc-15m,2026-08-13 03:15:04.980000+00:00,2026-08-13 03:51:32.434000+00:00,2026-08-13,11,895.0199999809265,-1.55,1.55,False,True,,2026-08-13T03:34:58.499Z,,,-298.499,,0.026,0.31,,,,,,,,
btc-updown-5m-1786592400,btc-5m,2026-08-13 03:35:04.592000+00:00,2026-08-13 03:48:03.718000+00:00,2026-08-13,11,295.4079999923706,2.4,2.6,True,False,2026-08-13T03:41:18.958Z,2026-08-13T03:40:26.759Z,2026-08-13T03:41:18.958Z,-78.958,-26.759,0.025,0.006,0.29,,,,,,,,
btc-updown-5m-1786592100,btc-5m,2026-08-13 03:30:07.606000+00:00,2026-08-13 03:43:03.142000+00:00,2026-08-13,11,292.39400005340576,2.5,2.5,True,False,2026-08-13T03:39:14.572Z,2026-08-13T03:35:45.732Z,2026-08-13T03:39:14.572Z,-254.572,-45.732,0.022,0.035,0.29,,,,,,,,
btc-updown-5m-1786591800,btc-5m,2026-08-13 03:25:04.986000+00:00,2026-08-13 03:39:47.023000+00:00,2026-08-13,11,295.01399993896484,-1.4,1.4,False,True,,2026-08-13T03:32:00.804Z,,,-120.804,,0.007,0.29,,,,,,,,
btc-updown-15m-1786590900,btc-15m,2026-08-13 03:00:09.872000+00:00,2026-08-13 03:38:51.613000+00:00,2026-08-13,11,890.1280000209808,2.3,2.7,True,False,2026-08-13T03:28:37.598Z,2026-08-13T03:20:12.267Z,2026-08-13T03:28:37.598Z,-817.598,-312.267,0.015,0.001,0.31,,,,,,,,
btc-updown-5m-1786591500,btc-5m,2026-08-13 03:20:03.920000+00:00,2026-08-13 03:34:00.591000+00:00,2026-08-13,11,296.07999992370605,-1.25,1.25,False,True,2026-08-13T03:25:57.884Z,,,,-57.884,0.006,,0.29,,,,,,,,
btc-updown-5m-1786591200,btc-5m,2026-08-13 03:15:07.099000+00:00,2026-08-13 03:30:13.713000+00:00,2026-08-13,11,292.9010000228882,2.35,2.65,True,False,2026-08-13T03:21:44.422Z,2026-08-13T03:20:07.278Z,2026-08-13T03:21:44.422Z,-104.422,-7.278,0.007,0.004,0.29,,,,,,,,
btc-updown-5m-1786590900,btc-5m,2026-08-13 03:10:06.487000+00:00,2026-08-13 03:26:59.077000+00:00,2026-08-13,11,293.5130000114441,-0.6,0.6,False,True,,2026-08-13T03:18:53.145Z,,,-233.145,,0.002,0.29,,,,,,,,
btc-updown-15m-1786590000,btc-15m,2026-08-13 02:45:08.226000+00:00,2026-08-13 03:20:55.645000+00:00,2026-08-13,10,891.7739999294281,2.45,2.55,True,False,2026-08-13T03:04:13.137Z,2026-08-13T03:13:03.517Z,2026-08-13T03:13:03.517Z,-783.517,-253.137,0.008,0.005,0.31,,,,,,,,
btc-updown-5m-1786590600,btc-5m,2026-08-13 03:05:03.563000+00:00,2026-08-13 03:19:14.034000+00:00,2026-08-13,11,296.4370000362396,-1.1,1.1,False,True,,2026-08-13T03:10:35.662Z,,,-35.662,,0.005,0.29,,,,,,,,
btc-updown-5m-1786590300,btc-5m,2026-08-13 03:00:07.710000+00:00,2026-08-13 03:14:29.048000+00:00,2026-08-13,11,292.289999961853,2.85,2.15,True,False,2026-08-13T03:06:53.321Z,2026-08-13T03:08:42.400Z,2026-08-13T03:08:42.400Z,-222.4,-113.321,0.023,0.004,0.29,,,,,,,,
btc-updown-5m-1786590000,btc-5m,2026-08-13 02:55:04.214000+00:00,2026-08-13 03:11:35.926000+00:00,2026-08-13,10,295.78600001335144,2.15,2.85,True,False,2026-08-13T03:02:06.927Z,2026-08-13T03:01:13.070Z,2026-08-13T03:02:06.927Z,-126.927,-73.07,0.007,0.009,0.29,,,,,,,,
btc-updown-15m-1786589100,btc-15m,2026-08-13 02:30:06.942000+00:00,2026-08-13 03:09:26.321000+00:00,2026-08-13,10,893.058000087738,-1.45,1.45,False,True,,2026-08-13T02:50:27.056Z,,,-327.056,,0.019,0.31,,,,,,,,
btc-updown-5m-1786589700,btc-5m,2026-08-13 02:50:04.042000+00:00,2026-08-13 03:04:18.587000+00:00,2026-08-13,10,295.9579999446869,2.3,2.7,True,False,2026-08-13T02:56:49.936Z,2026-08-13T02:55:08.070Z,2026-08-13T02:56:49.936Z,-109.936,-8.07,0.003,0.011,0.29,,,,,,,,
btc-updown-5m-1786589400,btc-5m,2026-08-13 02:45:05.659000+00:00,2026-08-13 03:01:01.559000+00:00,2026-08-13,10,294.34100008010864,-1.4,1.4,False,True,,2026-08-13T02:50:23.632Z,,,-23.632,,0.002,0.29,,,,,,,,
btc-updown-5m-1786589100,btc-5m,2026-08-13 02:40:03.965000+00:00,2026-08-13 02:55:56.563000+00:00,2026-08-13,10,296.0350000858307,2.5,2.5,True,False,2026-08-13T02:46:32.982Z,2026-08-13T02:45:21.291Z,2026-08-13T02:46:32.982Z,-92.982,-21.291,0.009,0.017,0.29,,,,,,,,
btc-updown-5m-1786588800,btc-5m,2026-08-13 02:35:03.157000+00:00,2026-08-13 02:51:10.896000+00:00,2026-08-13,10,296.84299993515015,-1.45,1.45,False,True,,2026-08-13T02:41:31.119Z,,,-91.119,,0.005,0.29,,,,,,,,
btc-updown-15m-1786588200,btc-15m,2026-08-13 02:15:05.117000+00:00,2026-08-13 02:48:22.539000+00:00,2026-08-13,10,894.8829998970032,2.1,2.9,True,False,2026-08-13T02:30:17.737Z,2026-08-13T02:43:22.504Z,2026-08-13T02:43:22.504Z,-802.504,-17.737,0.003,0.031,0.31,,,,,,,,
btc-updown-5m-1786588500,btc-5m,2026-08-13 02:30:09.450000+00:00,2026-08-13 02:43:42.388000+00:00,2026-08-13,10,290.5499999523163,-0.85,0.85,False,True,,2026-08-13T02:35:58.087Z,,,-58.087,,0.01,0.29,,,,,,,,
btc-updown-5m-1786588200,btc-5m,2026-08-13 02:25:06.937000+00:00,2026-08-13 02:40:57.589000+00:00,2026-08-13,10,293.0629999637604,-0.95,0.95,False,True,2026-08-13T02:30:19.992Z,,,,-19.992,0.004,,0.29,,,,,,,,
