round_id,profile_id,entry_at,settled_at,beijing_day,beijing_hour,seconds_to_round_start,pnl,cost,both_fill,single_fill,yes_first_fill_at,no_first_fill_at,both_complete_at,both_complete_seconds_to_start,first_fill_seconds_to_start,yes_fill_quote_age_seconds,no_fill_quote_age_seconds,limit_price,regime,chop_score,center_cross,range_bps,drift_ratio,momentum_ratio,queue_ratio,check_time_gap_seconds
btc-updown-15m-1786743900,btc-15m,2026-08-14 21:30:08.041000+00:00,2026-08-14 22:08:51.892000+00:00,2026-08-15,5,891.9590001106262,-1.45,1.45,False,True,,2026-08-14T21:50:04.405Z,,,-304.405,,0.008,0.29,,,,,,,,
btc-updown-5m-1786744500,btc-5m,2026-08-14 21:50:07.367000+00:00,2026-08-14 22:07:45.807000+00:00,2026-08-15,5,292.6329998970032,-1.35,1.35,False,True,,2026-08-14T21:56:28.814Z,,,-88.814,,0.009,0.29,,,,,,,,
btc-updown-5m-1786744200,btc-5m,2026-08-14 21:45:04.948000+00:00,2026-08-14 22:02:21.693000+00:00,2026-08-15,5,295.05200004577637,-1.2,1.2,False,True,2026-08-14T21:52:37.737Z,,,,-157.737,0.009,,0.29,,,,,,,,
btc-updown-5m-1786743900,btc-5m,2026-08-14 21:40:04.805000+00:00,2026-08-14 21:55:02.010000+00:00,2026-08-15,5,295.1949999332428,2.45,2.55,True,False,2026-08-14T21:46:33.052Z,2026-08-14T21:47:46.625Z,2026-08-14T21:47:46.625Z,-166.625,-93.052,0.018,0.006,0.29,,,,,,,,
btc-updown-5m-1786743600,btc-5m,2026-08-14 21:35:06.770000+00:00,2026-08-14 21:52:14.027000+00:00,2026-08-15,5,293.2300000190735,2.5,2.5,True,False,2026-08-14T21:43:32.016Z,2026-08-14T21:40:13.464Z,2026-08-14T21:43:32.016Z,-212.016,-13.464,0.858,0.005,0.29,,,,,,,,
btc-updown-15m-1786743000,btc-15m,2026-08-14 21:15:08.759000+00:00,2026-08-14 21:50:02.419000+00:00,2026-08-15,5,891.2409999370575,2.45,2.55,True,False,2026-08-14T21:36:47.805Z,2026-08-14T21:40:15.646Z,2026-08-14T21:40:15.646Z,-615.646,-407.805,0.008,0.007,0.29,,,,,,,,
btc-updown-5m-1786743300,btc-5m,2026-08-14 21:30:05.898000+00:00,2026-08-14 21:47:29.745000+00:00,2026-08-15,5,294.10199999809265,2.85,2.15,True,False,2026-08-14T21:36:45.803Z,2026-08-14T21:38:37.089Z,2026-08-14T21:38:37.089Z,-217.089,-105.803,0.007,0.004,0.29,,,,,,,,
btc-updown-5m-1786743000,btc-5m,2026-08-14 21:25:06.428000+00:00,2026-08-14 21:42:35.418000+00:00,2026-08-15,5,293.5720000267029,-1.25,1.25,False,True,2026-08-14T21:32:01.288Z,,,,-121.288,0.027,,0.29,,,,,,,,
btc-updown-5m-1786742700,btc-5m,2026-08-14 21:20:04.266000+00:00,2026-08-14 21:36:54.649000+00:00,2026-08-15,5,295.7339999675751,3.0,2.0,True,False,2026-08-14T21:29:21.035Z,2026-08-14T21:27:37.186Z,2026-08-14T21:29:21.035Z,-261.035,-157.186,1.297,3.483,0.29,,,,,,,,
btc-updown-15m-1786742100,btc-15m,2026-08-14 21:00:07.392000+00:00,2026-08-14 21:33:22.015000+00:00,2026-08-15,5,892.6080000400543,3.1,1.9,True,False,2026-08-14T21:29:02.669Z,2026-08-14T21:27:34.073Z,2026-08-14T21:29:02.669Z,-842.669,-754.073,0.043,0.371,0.29,,,,,,,,
btc-updown-5m-1786742400,btc-5m,2026-08-14 21:15:06.745000+00:00,2026-08-14 21:28:36.273000+00:00,2026-08-15,5,293.2550001144409,-1.4,1.4,False,True,2026-08-14T21:20:12.938Z,,,,-12.938,0.021,,0.29,,,,,,,,
btc-updown-5m-1786742100,btc-5m,2026-08-14 21:10:06.515000+00:00,2026-08-14 21:26:52.294000+00:00,2026-08-15,5,293.4849998950958,2.5,2.5,True,False,2026-08-14T21:19:01.883Z,2026-08-14T21:17:27.763Z,2026-08-14T21:19:01.883Z,-241.883,-147.763,0.003,1.357,0.29,,,,,,,,
btc-updown-5m-1786741800,btc-5m,2026-08-14 21:05:04.082000+00:00,2026-08-14 21:23:50.757000+00:00,2026-08-15,5,295.91799998283386,-0.9,0.9,False,True,,2026-08-14T21:11:38.968Z,,,-98.968,,0.017,0.29,,,,,,,,
btc-updown-15m-1786741200,btc-15m,2026-08-14 20:45:05.368000+00:00,2026-08-14 21:21:44.474000+00:00,2026-08-15,4,894.6319999694824,2.95,2.05,True,False,2026-08-14T21:14:19.085Z,2026-08-14T21:00:27.323Z,2026-08-14T21:14:19.085Z,-859.085,-27.323,0.022,0.011,0.29,,,,,,,,
btc-updown-5m-1786741500,btc-5m,2026-08-14 21:00:04.789000+00:00,2026-08-14 21:14:54.270000+00:00,2026-08-15,5,295.2109999656677,-1.35,1.35,False,True,2026-08-14T21:08:13.266Z,,,,-193.266,0.005,,0.29,,,,,,,,
btc-updown-5m-1786741200,btc-5m,2026-08-14 20:55:04.993000+00:00,2026-08-14 21:13:27.671000+00:00,2026-08-15,4,295.0069999694824,-1.0,1.0,False,True,,2026-08-14T21:00:20.040Z,,,-20.04,,0.017,0.29,,,,,,,,
btc-updown-15m-1786740300,btc-15m,2026-08-14 20:30:07.242000+00:00,2026-08-14 21:08:27.328000+00:00,2026-08-15,4,892.7579998970032,2.35,2.65,True,False,2026-08-14T20:56:15.684Z,2026-08-14T20:49:48.727Z,2026-08-14T20:56:15.684Z,-675.684,-288.727,0.016,0.022,0.29,,,,,,,,
btc-updown-5m-1786740900,btc-5m,2026-08-14 20:50:05.458000+00:00,2026-08-14 21:08:15.354000+00:00,2026-08-15,4,294.5420000553131,-1.05,1.05,False,True,2026-08-14T20:56:21.816Z,,,,-81.816,0.007,,0.29,,,,,,,,
btc-updown-5m-1786740600,btc-5m,2026-08-14 20:45:07.948000+00:00,2026-08-14 20:59:51.352000+00:00,2026-08-15,4,292.05200004577637,3.45,1.55,True,False,2026-08-14T20:54:05.455Z,2026-08-14T20:50:13.285Z,2026-08-14T20:54:05.455Z,-245.455,-13.285,0.007,0.034,0.29,,,,,,,,
btc-updown-5m-1786740300,btc-5m,2026-08-14 20:40:06.387000+00:00,2026-08-14 20:54:48.038000+00:00,2026-08-15,4,293.61299991607666,2.35,2.65,True,False,2026-08-14T20:48:02.155Z,2026-08-14T20:45:02.332Z,2026-08-14T20:48:02.155Z,-182.155,-2.332,0.015,0.772,0.29,,,,,,,,
btc-updown-5m-1786740000,btc-5m,2026-08-14 20:35:04.138000+00:00,2026-08-14 20:51:53.846000+00:00,2026-08-15,4,295.8619999885559,-0.95,0.95,False,True,2026-08-14T20:43:51.452Z,,,,-231.452,0.003,,0.29,,,,,,,,
btc-updown-15m-1786739400,btc-15m,2026-08-14 20:15:03.554000+00:00,2026-08-14 20:51:03.737000+00:00,2026-08-15,4,896.4460000991821,-1.3,1.3,False,True,2026-08-14T20:35:17.447Z,,,,-317.447,0.017,,0.29,,,,,,,,
btc-updown-5m-1786739700,btc-5m,2026-08-14 20:30:09.531000+00:00,2026-08-14 20:46:49.427000+00:00,2026-08-15,4,290.4690001010895,-1.4,1.4,False,True,2026-08-14T20:35:27.927Z,,,,-27.927,0.008,,0.29,,,,,,,,
btc-updown-5m-1786739400,btc-5m,2026-08-14 20:25:05.665000+00:00,2026-08-14 20:39:09.736000+00:00,2026-08-15,4,294.335000038147,-0.7,0.7,False,True,2026-08-14T20:32:56.679Z,,,,-176.679,0.025,,0.29,,,,,,,,
btc-updown-15m-1786738500,btc-15m,2026-08-14 20:00:08.367000+00:00,2026-08-14 20:35:03.239000+00:00,2026-08-15,4,891.6329998970032,-1.35,1.35,False,True,2026-08-14T20:17:12.796Z,,,,-132.796,0.021,,0.29,,,,,,,,
btc-updown-5m-1786739100,btc-5m,2026-08-14 20:20:07.264000+00:00,2026-08-14 20:34:03.953000+00:00,2026-08-15,4,292.73600006103516,-1.4,1.4,False,True,2026-08-14T20:25:14.850Z,,,,-14.85,0.009,,0.29,,,,,,,,
btc-updown-5m-1786738800,btc-5m,2026-08-14 20:15:06.420000+00:00,2026-08-14 20:31:46.144000+00:00,2026-08-15,4,293.57999992370605,-1.2,1.2,False,True,,2026-08-14T20:22:04.354Z,,,-124.354,,0.015,0.29,,,,,,,,
btc-updown-5m-1786738500,btc-5m,2026-08-14 20:10:06.350000+00:00,2026-08-14 20:25:50.932000+00:00,2026-08-15,4,293.65000009536743,-1.45,1.45,False,True,2026-08-14T20:15:31.833Z,,,,-31.833,0.014,,0.29,,,,,,,,
btc-updown-5m-1786738200,btc-5m,2026-08-14 20:05:04.685000+00:00,2026-08-14 20:21:10.336000+00:00,2026-08-15,4,295.31500005722046,-1.4,1.4,False,True,2026-08-14T20:11:55.367Z,,,,-115.367,0.003,,0.29,,,,,,,,
btc-updown-15m-1786737600,btc-15m,2026-08-14 19:45:06.108000+00:00,2026-08-14 20:19:25.035000+00:00,2026-08-15,3,893.8919999599457,-1.05,1.05,False,True,,2026-08-14T20:01:56.679Z,,,-116.679,,0.013,0.29,,,,,,,,
btc-updown-5m-1786737900,btc-5m,2026-08-14 20:00:11.454000+00:00,2026-08-14 20:15:35.376000+00:00,2026-08-15,4,288.5460000038147,2.15,2.85,True,False,2026-08-14T20:07:13.775Z,2026-08-14T20:05:37.672Z,2026-08-14T20:07:13.775Z,-133.775,-37.672,0.009,0.005,0.29,,,,,,,,
btc-updown-5m-1786737600,btc-5m,2026-08-14 19:55:06.210000+00:00,2026-08-14 20:12:35.147000+00:00,2026-08-15,3,293.789999961853,-1.3,1.3,False,True,,2026-08-14T20:00:06.482Z,,,-6.482,,0.676,0.29,,,,,,,,
btc-updown-5m-1786737300,btc-5m,2026-08-14 19:50:04.712000+00:00,2026-08-14 20:06:39.337000+00:00,2026-08-15,3,295.2880001068115,-1.35,1.35,False,True,2026-08-14T19:57:37.363Z,,,,-157.363,0.016,,0.29,,,,,,,,
btc-updown-15m-1786736700,btc-15m,2026-08-14 19:30:08.704000+00:00,2026-08-14 20:05:20.004000+00:00,2026-08-15,3,891.2960000038147,-1.45,1.45,False,True,2026-08-14T19:46:51.219Z,,,,-111.219,0.016,,0.29,,,,,,,,
btc-updown-5m-1786737000,btc-5m,2026-08-14 19:45:08.379000+00:00,2026-08-14 20:01:48.467000+00:00,2026-08-15,3,291.6210000514984,-1.4,1.4,False,True,,2026-08-14T19:53:09.001Z,,,-189.001,,0.025,0.29,,,,,,,,
btc-updown-5m-1786736700,btc-5m,2026-08-14 19:40:06.517000+00:00,2026-08-14 19:56:04.897000+00:00,2026-08-15,3,293.4830000400543,2.35,2.65,True,False,2026-08-14T19:46:42.057Z,2026-08-14T19:45:40.577Z,2026-08-14T19:46:42.057Z,-102.057,-40.577,0.005,0.02,0.29,,,,,,,,
btc-updown-5m-1786736400,btc-5m,2026-08-14 19:35:05.074000+00:00,2026-08-14 19:52:38.891000+00:00,2026-08-15,3,294.9260001182556,2.35,2.65,True,False,2026-08-14T19:40:16.966Z,2026-08-14T19:41:22.376Z,2026-08-14T19:41:22.376Z,-82.376,-16.966,0.009,1.898,0.29,,,,,,,,
btc-updown-15m-1786735800,btc-15m,2026-08-14 19:15:06.798000+00:00,2026-08-14 19:52:25.250000+00:00,2026-08-15,3,893.2019999027252,2.3,2.7,True,False,2026-08-14T19:30:27.407Z,2026-08-14T19:41:12.402Z,2026-08-14T19:41:12.402Z,-672.402,-27.407,0.012,0.024,0.29,,,,,,,,
btc-updown-5m-1786736100,btc-5m,2026-08-14 19:30:05.281000+00:00,2026-08-14 19:45:10.094000+00:00,2026-08-15,3,294.7190001010895,-1.45,1.45,False,True,,2026-08-14T19:35:38.214Z,,,-38.214,,0.019,0.29,,,,,,,,
btc-updown-5m-1786735800,btc-5m,2026-08-14 19:25:06.404000+00:00,2026-08-14 19:40:07.717000+00:00,2026-08-15,3,293.595999956131,-1.0,1.0,False,True,2026-08-14T19:30:21.744Z,,,,-21.744,2.316,,0.29,,,,,,,,
btc-updown-5m-1786735500,btc-5m,2026-08-14 19:20:04.077000+00:00,2026-08-14 19:37:46.139000+00:00,2026-08-15,3,295.9230000972748,-1.35,1.35,False,True,,2026-08-14T19:27:27.659Z,,,-147.659,,0.012,0.29,,,,,,,,
btc-updown-15m-1786734900,btc-15m,2026-08-14 19:00:10.227000+00:00,2026-08-14 19:34:03.755000+00:00,2026-08-15,3,889.7730000019073,2.5,2.5,True,False,2026-08-14T19:19:35.437Z,2026-08-14T19:22:24.029Z,2026-08-14T19:22:24.029Z,-444.029,-275.437,0.004,0.012,0.29,,,,,,,,
btc-updown-5m-1786735200,btc-5m,2026-08-14 19:15:04.170000+00:00,2026-08-14 19:30:00.229000+00:00,2026-08-15,3,295.82999992370605,-1.4,1.4,False,True,,2026-08-14T19:21:13.779Z,,,-73.779,,0.011,0.29,,,,,,,,
btc-updown-5m-1786734900,btc-5m,2026-08-14 19:10:06.524000+00:00,2026-08-14 19:27:24.536000+00:00,2026-08-15,3,293.4760000705719,-1.35,1.35,False,True,2026-08-14T19:16:03.286Z,,,,-63.286,0.015,,0.29,,,,,,,,
btc-updown-15m-1786734000,btc-15m,2026-08-14 18:45:07.769000+00:00,2026-08-14 19:22:07.370000+00:00,2026-08-15,2,892.2309999465942,-1.35,1.35,False,True,2026-08-14T19:00:53.551Z,,,,-53.551,0.038,,0.29,,,,,,,,
btc-updown-5m-1786734600,btc-5m,2026-08-14 19:05:03.294000+00:00,2026-08-14 19:20:06.882000+00:00,2026-08-15,3,296.7060000896454,-1.35,1.35,False,True,2026-08-14T19:10:41.728Z,,,,-41.728,0.007,,0.29,,,,,,,,
btc-updown-5m-1786734300,btc-5m,2026-08-14 19:00:07.699000+00:00,2026-08-14 19:15:05.787000+00:00,2026-08-15,3,292.3010001182556,2.6,2.4,True,False,2026-08-14T19:06:50.612Z,2026-08-14T19:09:02.157Z,2026-08-14T19:09:02.157Z,-242.157,-110.612,0.01,0.013,0.29,,,,,,,,
btc-updown-5m-1786734000,btc-5m,2026-08-14 18:55:06.079000+00:00,2026-08-14 19:10:46.623000+00:00,2026-08-15,2,293.9210000038147,-1.3,1.3,False,True,2026-08-14T19:00:28.276Z,,,,-28.276,0.017,,0.29,,,,,,,,
btc-updown-5m-1786733700,btc-5m,2026-08-14 18:50:06.817000+00:00,2026-08-14 19:06:37.576000+00:00,2026-08-15,2,293.18300008773804,2.8,2.2,True,False,2026-08-14T18:58:22.578Z,2026-08-14T18:56:56.527Z,2026-08-14T18:58:22.578Z,-202.578,-116.527,0.007,0.01,0.29,,,,,,,,
btc-updown-15m-1786733100,btc-15m,2026-08-14 18:30:04.426000+00:00,2026-08-14 19:05:32.104000+00:00,2026-08-15,2,895.5739998817444,-1.3,1.3,False,True,2026-08-14T18:46:59.573Z,,,,-119.573,0.019,,0.29,,,,,,,,
btc-updown-5m-1786733400,btc-5m,2026-08-14 18:45:05.814000+00:00,2026-08-14 19:00:42.027000+00:00,2026-08-15,2,294.1860001087189,-1.2,1.2,False,True,,2026-08-14T18:50:28.674Z,,,-28.674,,0.004,0.29,,,,,,,,
btc-updown-5m-1786733100,btc-5m,2026-08-14 18:40:07.275000+00:00,2026-08-14 18:56:50.030000+00:00,2026-08-15,2,292.72499990463257,-1.45,1.45,False,True,2026-08-14T18:46:04.607Z,,,,-64.607,0.014,,0.29,,,,,,,,
btc-updown-5m-1786732800,btc-5m,2026-08-14 18:35:05.823000+00:00,2026-08-14 18:52:15.037000+00:00,2026-08-15,2,294.17700004577637,2.7,2.3,True,False,2026-08-14T18:42:14.456Z,2026-08-14T18:40:40.872Z,2026-08-14T18:42:14.456Z,-134.456,-40.872,0.01,0.003,0.29,,,,,,,,
btc-updown-15m-1786732200,btc-15m,2026-08-14 18:15:06.109000+00:00,2026-08-14 18:49:28.674000+00:00,2026-08-15,2,893.8910000324249,-1.3,1.3,False,True,2026-08-14T18:32:29.235Z,,,,-149.235,0.022,,0.29,,,,,,,,
btc-updown-5m-1786732500,btc-5m,2026-08-14 18:30:02.819000+00:00,2026-08-14 18:45:43.301000+00:00,2026-08-15,2,297.18099999427795,-1.45,1.45,False,True,,2026-08-14T18:36:40.411Z,,,-100.411,,0.005,0.29,,,,,,,,
btc-updown-5m-1786732200,btc-5m,2026-08-14 18:25:05.708000+00:00,2026-08-14 18:41:45.300000+00:00,2026-08-15,2,294.2920000553131,-1.4,1.4,False,True,2026-08-14T18:31:30.615Z,,,,-90.615,0.01,,0.29,,,,,,,,
btc-updown-5m-1786731900,btc-5m,2026-08-14 18:20:06.850000+00:00,2026-08-14 18:36:11.649000+00:00,2026-08-15,2,293.15000009536743,2.9,2.1,True,False,2026-08-14T18:29:13.848Z,2026-08-14T18:26:02.973Z,2026-08-14T18:29:13.848Z,-253.848,-62.973,0.003,0.007,0.29,,,,,,,,
btc-updown-15m-1786731300,btc-15m,2026-08-14 18:00:09.026000+00:00,2026-08-14 18:35:51.231000+00:00,2026-08-15,2,890.9739999771118,-1.25,1.25,False,True,,2026-08-14T18:18:50.757Z,,,-230.757,,0.009,0.29,,,,,,,,
btc-updown-5m-1786731600,btc-5m,2026-08-14 18:15:08.368000+00:00,2026-08-14 18:30:09.453000+00:00,2026-08-15,2,291.6319999694824,2.35,2.65,True,False,2026-08-14T18:24:22.165Z,2026-08-14T18:21:29.266Z,2026-08-14T18:24:22.165Z,-262.165,-89.266,0.006,0.017,0.29,,,,,,,,
btc-updown-5m-1786731300,btc-5m,2026-08-14 18:10:03.521000+00:00,2026-08-14 18:24:20.194000+00:00,2026-08-15,2,296.47900009155273,-1.45,1.45,False,True,,2026-08-14T18:16:28.689Z,,,-88.689,,0.003,0.29,,,,,,,,
btc-updown-15m-1786730400,btc-15m,2026-08-14 17:45:04.050000+00:00,2026-08-14 18:19:10.402000+00:00,2026-08-15,1,895.9500000476837,2.2,2.8,True,False,2026-08-14T18:01:37.494Z,2026-08-14T18:04:10.042Z,2026-08-14T18:04:10.042Z,-250.042,-97.494,0.346,0.012,0.29,,,,,,,,
btc-updown-5m-1786731000,btc-5m,2026-08-14 18:05:02.472000+00:00,2026-08-14 18:19:05.188000+00:00,2026-08-15,2,297.52800011634827,2.6,2.4,True,False,2026-08-14T18:14:01.474Z,2026-08-14T18:10:14.791Z,2026-08-14T18:14:01.474Z,-241.474,-14.791,0.021,0.017,0.29,,,,,,,,
btc-updown-5m-1786730700,btc-5m,2026-08-14 18:00:12.292000+00:00,2026-08-14 18:19:02.396000+00:00,2026-08-15,2,287.7079999446869,3.25,1.75,True,False,2026-08-14T18:09:19.198Z,2026-08-14T18:05:59.659Z,2026-08-14T18:09:19.198Z,-259.198,-59.659,0.023,0.022,0.29,,,,,,,,
btc-updown-5m-1786730400,btc-5m,2026-08-14 17:55:08.292000+00:00,2026-08-14 18:09:00.274000+00:00,2026-08-15,1,291.7079999446869,2.95,2.05,True,False,2026-08-14T18:01:22.458Z,2026-08-14T18:03:10.243Z,2026-08-14T18:03:10.243Z,-190.243,-82.458,0.015,0.021,0.29,,,,,,,,
btc-updown-15m-1786729500,btc-15m,2026-08-14 17:30:06.443000+00:00,2026-08-14 18:06:38.101000+00:00,2026-08-15,1,893.5569999217987,2.4,2.6,True,False,2026-08-14T17:55:05.308Z,2026-08-14T17:45:14.457Z,2026-08-14T17:55:05.308Z,-605.308,-14.457,0.002,0.003,0.29,,,,,,,,
btc-updown-5m-1786730100,btc-5m,2026-08-14 17:50:04.038000+00:00,2026-08-14 18:04:08.063000+00:00,2026-08-15,1,295.9619998931885,-1.45,1.45,False,True,2026-08-14T17:55:04.003Z,,,,-4.003,0.736,,0.29,,,,,,,,
btc-updown-5m-1786729800,btc-5m,2026-08-14 17:45:05.677000+00:00,2026-08-14 18:00:44.814000+00:00,2026-08-15,1,294.32299995422363,-1.25,1.25,False,True,2026-08-14T17:50:21.878Z,,,,-21.878,0.031,,0.29,,,,,,,,
btc-updown-5m-1786729500,btc-5m,2026-08-14 17:40:05.503000+00:00,2026-08-14 17:55:10.022000+00:00,2026-08-15,1,294.49699997901917,-1.4,1.4,False,True,,2026-08-14T17:45:01.341Z,,,-1.341,,0.604,0.29,,,,,,,,
btc-updown-15m-1786728600,btc-15m,2026-08-14 17:15:04.537000+00:00,2026-08-14 17:52:07.963000+00:00,2026-08-15,1,895.4630000591278,-1.3,1.3,False,True,2026-08-14T17:35:56.417Z,,,,-356.417,0.01,,0.29,,,,,,,,
btc-updown-5m-1786729200,btc-5m,2026-08-14 17:35:07.170000+00:00,2026-08-14 17:48:37.074000+00:00,2026-08-15,1,292.82999992370605,-1.15,1.15,False,True,2026-08-14T17:42:43.914Z,,,,-163.914,0.003,,0.29,,,,,,,,
btc-updown-5m-1786728900,btc-5m,2026-08-14 17:30:08.565000+00:00,2026-08-14 17:46:41.782000+00:00,2026-08-15,1,291.43499994277954,-1.2,1.2,False,True,2026-08-14T17:35:44.085Z,,,,-44.085,0.015,,0.29,,,,,,,,
btc-updown-5m-1786728300,btc-5m,2026-08-14 17:20:07.305000+00:00,2026-08-14 17:38:17.853000+00:00,2026-08-15,1,292.6949999332428,-1.1,1.1,False,True,2026-08-14T17:25:49.980Z,,,,-49.98,0.011,,0.29,,,,,,,,
btc-updown-5m-1786728600,btc-5m,2026-08-14 17:25:03.738000+00:00,2026-08-14 17:38:17.530000+00:00,2026-08-15,1,296.26200008392334,2.25,2.75,True,False,2026-08-14T17:30:32.756Z,2026-08-14T17:32:06.218Z,2026-08-14T17:32:06.218Z,-126.218,-32.756,0.006,0.013,0.29,,,,,,,,
btc-updown-15m-1786727700,btc-15m,2026-08-14 17:00:09.715000+00:00,2026-08-14 17:37:29.839000+00:00,2026-08-15,1,890.2850000858307,-1.3,1.3,False,True,,2026-08-14T17:19:40.071Z,,,-280.071,,0.027,0.29,,,,,,,,
btc-updown-5m-1786728000,btc-5m,2026-08-14 17:15:06.598000+00:00,2026-08-14 17:31:31.835000+00:00,2026-08-15,1,293.40199995040894,-1.35,1.35,False,True,,2026-08-14T17:20:45.150Z,,,-45.15,,0.019,0.29,,,,,,,,
btc-updown-5m-1786727700,btc-5m,2026-08-14 17:10:08.068000+00:00,2026-08-14 17:26:22.240000+00:00,2026-08-15,1,291.9319999217987,-1.1,1.1,False,True,,2026-08-14T17:16:50.028Z,,,-110.028,,0.004,0.29,,,,,,,,
btc-updown-5m-1786727400,btc-5m,2026-08-14 17:05:04.955000+00:00,2026-08-14 17:22:16.799000+00:00,2026-08-15,1,295.04500007629395,-1.3,1.3,False,True,,2026-08-14T17:10:20.978Z,,,-20.978,,0.016,0.29,,,,,,,,
btc-updown-15m-1786726800,btc-15m,2026-08-14 16:45:05.687000+00:00,2026-08-14 17:20:56.424000+00:00,2026-08-15,0,894.3129999637604,2.4,2.6,True,False,2026-08-14T17:08:29.563Z,2026-08-14T17:03:18.887Z,2026-08-14T17:08:29.563Z,-509.563,-198.887,0.009,0.011,0.29,,,,,,,,
btc-updown-5m-1786727100,btc-5m,2026-08-14 17:00:07.596000+00:00,2026-08-14 17:17:07.084000+00:00,2026-08-15,1,292.404000043869,-1.4,1.4,False,True,2026-08-14T17:05:08.356Z,,,,-8.356,0.004,,0.29,,,,,,,,
btc-updown-5m-1786726800,btc-5m,2026-08-14 16:55:06.949000+00:00,2026-08-14 17:13:05.569000+00:00,2026-08-15,0,293.0510001182556,-1.2,1.2,False,True,,2026-08-14T17:01:03.147Z,,,-63.147,,0.011,0.29,,,,,,,,
btc-updown-5m-1786726500,btc-5m,2026-08-14 16:50:05.780000+00:00,2026-08-14 17:07:40.866000+00:00,2026-08-15,0,294.22000002861023,-1.0,1.0,False,True,,2026-08-14T16:56:48.947Z,,,-108.947,,0.024,0.29,,,,,,,,
btc-updown-15m-1786725900,btc-15m,2026-08-14 16:30:07.459000+00:00,2026-08-14 17:07:26.259000+00:00,2026-08-15,0,892.5409998893738,-1.4,1.4,False,True,2026-08-14T16:46:23.117Z,,,,-83.117,0.006,,0.29,,,,,,,,
btc-updown-5m-1786726200,btc-5m,2026-08-14 16:45:03.951000+00:00,2026-08-14 17:03:02.671000+00:00,2026-08-15,0,296.04900002479553,-1.25,1.25,False,True,2026-08-14T16:50:24.408Z,,,,-24.408,0.014,,0.29,,,,,,,,
btc-updown-15m-1786725000,btc-15m,2026-08-14 16:15:03.533000+00:00,2026-08-14 16:53:19.218000+00:00,2026-08-15,0,896.4670000076294,-1.3,1.3,False,True,,2026-08-14T16:34:01.004Z,,,-241.004,,0.009,0.29,,,,,,,,
btc-updown-5m-1786725900,btc-5m,2026-08-14 16:40:05.490000+00:00,2026-08-14 16:53:04.236000+00:00,2026-08-15,0,294.50999999046326,-1.25,1.25,False,True,2026-08-14T16:46:15.353Z,,,,-75.353,0.038,,0.29,,,,,,,,
btc-updown-5m-1786725600,btc-5m,2026-08-14 16:35:02.624000+00:00,2026-08-14 16:52:56.016000+00:00,2026-08-15,0,297.37599992752075,-1.3,1.3,False,True,,2026-08-14T16:40:54.353Z,,,-54.353,,0.006,0.29,,,,,,,,
btc-updown-5m-1786725300,btc-5m,2026-08-14 16:30:05.364000+00:00,2026-08-14 16:47:51.354000+00:00,2026-08-15,0,294.635999917984,-1.45,1.45,False,True,,2026-08-14T16:36:17.664Z,,,-77.664,,0.009,0.29,,,,,,,,
btc-updown-5m-1786725000,btc-5m,2026-08-14 16:25:05.727000+00:00,2026-08-14 16:42:02.504000+00:00,2026-08-15,0,294.27300000190735,2.6,2.4,True,False,2026-08-14T16:31:23.635Z,2026-08-14T16:32:53.406Z,2026-08-14T16:32:53.406Z,-173.406,-83.635,0.011,0.007,0.29,,,,,,,,
btc-updown-15m-1786724100,btc-15m,2026-08-14 16:00:07.562000+00:00,2026-08-14 16:38:34.738000+00:00,2026-08-15,0,892.4379999637604,-1.45,1.45,False,True,,2026-08-14T16:21:34.030Z,,,-394.03,,0.019,0.29,,,,,,,,
btc-updown-5m-1786724700,btc-5m,2026-08-14 16:20:05.667000+00:00,2026-08-14 16:38:05.324000+00:00,2026-08-15,0,294.3329999446869,-1.1,1.1,False,True,,2026-08-14T16:26:48.748Z,,,-108.748,,0.003,0.29,,,,,,,,
btc-updown-5m-1786724400,btc-5m,2026-08-14 16:15:05.660000+00:00,2026-08-14 16:30:41.963000+00:00,2026-08-15,0,294.3399999141693,-1.45,1.45,False,True,,2026-08-14T16:21:36.888Z,,,-96.888,,0.02,0.29,,,,,,,,
btc-updown-5m-1786724100,btc-5m,2026-08-14 16:10:06.412000+00:00,2026-08-14 16:25:45.675000+00:00,2026-08-15,0,293.5880000591278,-1.45,1.45,False,True,,2026-08-14T16:16:53.800Z,,,-113.8,,0.009,0.29,,,,,,,,
btc-updown-15m-1786723200,btc-15m,2026-08-14 15:45:07.520000+00:00,2026-08-14 16:20:35.220000+00:00,2026-08-14,23,892.4800000190735,2.1,2.9,True,False,2026-08-14T16:05:28.586Z,2026-08-14T16:04:12.016Z,2026-08-14T16:05:28.586Z,-328.586,-252.016,0.014,0.014,0.29,,,,,,,,
btc-updown-5m-1786723800,btc-5m,2026-08-14 16:05:08.359000+00:00,2026-08-14 16:19:27.614000+00:00,2026-08-15,0,291.6410000324249,-1.4,1.4,False,True,,2026-08-14T16:10:37.552Z,,,-37.552,,0.003,0.29,,,,,,,,
btc-updown-5m-1786723500,btc-5m,2026-08-14 16:00:05.444000+00:00,2026-08-14 16:17:01.861000+00:00,2026-08-15,0,294.55599999427795,-1.1,1.1,False,True,2026-08-14T16:05:06.660Z,,,,-6.66,0.637,,0.29,,,,,,,,
